Serial no,R,G,B,40-70比例%,70-120比例%,325比例%,砂粉產地,樹酯品牌,樹酯比例%,色粉1,色粉1比例%(樹酯),色粉2,色粉2比例%(樹酯),色粉3,色粉3比例%(樹酯),偶聯劑%(樹酯),促進劑%(樹酯),固化劑%(樹酯),color
391532 河源4%碳黑,30,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,27,28,23,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,51,53,48,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,49,51,46,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,31,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,35,36,30,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Green
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,31,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,31,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,30,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,38,39,34,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,39,41,36,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,30,31,26,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,34,36,31,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,38,40,35,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,34,31,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,32,27,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,31,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,28,30,25,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,29,30,25,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源4%碳黑,32,33,28,39,15,32,河源,未知,13.8,碳黑粉,4,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,41,43,40,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,36,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,32,34,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,38,40,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,38,40,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,39,41,38,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,43,44,39,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,32,34,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,38,40,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,White
391532 河源3%碳黑,36,38,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,White
391532 河源3%碳黑,36,38,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,38,40,39,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,White
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,39,41,38,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,White
391532 河源3%碳黑,37,38,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,36,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,40,40,38,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,40,42,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,36,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,37,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,39,38,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,40,42,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,43,45,42,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,38,40,39,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,White
391532 河源3%碳黑,31,33,30,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,41,42,37,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,32,34,31,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,34,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,34,36,33,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,37,39,36,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,32,34,29,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,36,38,35,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,30,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源3%碳黑,33,35,32,39,15,32,河源,未知,13.8,碳黑粉,3,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源2%碳黑,41,42,37,39,15,32,河源,未知,13.8,碳黑粉,2,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源2%碳黑,35,37,32,39,15,32,河源,未知,13.8,碳黑粉,2,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源2%碳黑,39,41,36,39,15,32,河源,未知,13.8,碳黑粉,2,無,0,無,0,1.2,0.16,0.53,Yellow
391532 河源2%碳黑,40,42,37,39,15,32,河源,未知,13.8,碳黑粉,2,無,0,無,0,1.2,0.16,0.53,Yellow
