Serial no,R,G,B,40-70比例%,70-120比例%,325比例%,砂粉產地,樹酯比例%,色粉種類,色粉比例%(樹酯),偶聯劑%(樹酯),促進劑%(樹酯),固化劑%(樹酯),顏色
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,209,205,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,191,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,191,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,206,204,191,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,190,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,190,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,204,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,190,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,190,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,210,206,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源6%白,207,205,190,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),6,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,211,209,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,206,206,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,210,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,208,204,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,206,204,191,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,205,205,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,212,210,198,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,212,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,210,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,206,207,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,206,197,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,206,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,207,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,207,205,192,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,206,197,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,207,205,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,206,197,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,211,209,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,205,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,206,208,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,209,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,206,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,211,209,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,209,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,207,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,207,208,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,206,197,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,206,206,194,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,205,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,210,208,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,214,206,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Red
104432 河源7%白,207,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
104432 河源7%白,209,207,195,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,206,193,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Yellow
104432 河源7%白,208,208,196,10,44,32,河源,13.8,鈦白粉(佔樹酯比例),7,1.2,0.16,0.53,Green
,,,,,,,,,,,,,,
